test_name	included_in_unit_basic	category	rule_kind	rule_pattern	rationale
extension_dispatcher::tests::dispatcher_ui_payload_passthrough_complex	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_progress_method	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_progress_with_percentage	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_set_status_empty_text	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_spinner_method	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dispatcher_ui_widget_with_lines_array	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dual_exec_diff_engine_detects_success_output_mismatch	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dual_exec_divergence_auto_triggers_rollback_kill_switch_state	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dual_exec_forensic_bundle_includes_trace_lane_diff_and_rollback_fields	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dual_exec_rollback_forces_dispatch_batch_amac_to_skip_planning	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dual_exec_sampling_is_deterministic_for_same_request	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::dual_exec_sampling_respects_zero_and_full_scale_boundaries	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::exec_capture_error_message_includes_stdout_and_stderr_tail	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::exec_capture_error_message_marks_truncated_stream_tails	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::extension_wait_sleep_uses_current_timer_driver_epoch	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_code_to_str_roundtrips_all_variants	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_io_hint_classifies_edit_bash_and_exec	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_io_hint_marks_expected_kinds_as_io_heavy	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_io_hint_marks_non_io_kinds_as_non_heavy	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_error	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_error_maps_code	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_error_normalizes_denied_timeout_and_tool_error_alias	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_error_normalizes_mixed_case_code	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_error_unknown_code_maps_internal	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_error_unknown_code_maps_to_internal	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_stream_chunk	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_stream_chunk_final	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_stream_final_chunk	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_stream_partial_chunk	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_success	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_success_normalizes_output	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_success_wraps_non_object	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_success_wraps_plain_string	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_error_adds_details_without_mutating_error_core	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_error_includes_details	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_normalizes_denied_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_normalizes_invalid_request_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_normalizes_timeout_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_normalizes_tool_error_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_normalizes_unknown_code_to_internal_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_stream_equivalent_to_plain	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
extension_dispatcher::tests::hostcall_outcome_to_protocol_result_with_trace_success_equivalent_to_plain	no	extension_runtime_policy_integration_tests	prefix	extension_dispatcher::tests	Dispatcher and delivery-path matrices belong to broader extension runtime coverage.
